time,elapsed_seconds,message
13:43:05,5e-06,starting REDSVD
13:43:05,2.75e-05,retrieving REDSVD components
13:43:05,8.1e-06,triming REDSVD components to 5elements
13:43:05,7e-06,done REDSVD
13:43:05,5.4e-06,SVD factorization complete
13:43:05,0.0001193,commencing linear algebra multiplication to compute ugrade
13:43:05,8.6e-06,S info: rows = 13: cols = 13: size = 169: nonzeros = 5Vt info: rows = 5: cols = 13: size = 65: nonzeros = 25
13:43:05,6.8e-06,U info: rows = 13: cols = 5: size = 65: nonzeros = 25
13:43:05,6.5e-06,jac info: rows = 35: cols = 13: size = 455: nonzeros = 82
13:43:05,1.95e-05,linear algebra multiplication to compute ugrade complete
13:43:05,1.72e-05,commencing check of parameter bounds and gradients
13:43:05,8.3e-06,commencing calculation of upgrade vector
13:43:05,7.54e-05,forming JtQJ matrix
13:43:05,1.23e-05,commencing to scale JtQJ matrix- first SVD...
13:43:05,5.2e-06,starting REDSVD
13:43:05,2.72e-05,retrieving REDSVD components
13:43:05,8.4e-06,triming REDSVD components to 5elements
13:43:05,7.5e-06,done REDSVD
13:43:05,1.11e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 5
13:43:05,5e-06,JS
13:43:05,7.1e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
13:43:05,1.39e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 5
13:43:05,5.1e-06,commencing SVD factorization of lambda-scaled JtQJ
13:43:05,4.9e-06,starting REDSVD
13:43:05,2.73e-05,retrieving REDSVD components
13:43:05,7.8e-06,triming REDSVD components to 5elements
13:43:05,5.6e-06,done REDSVD
13:43:05,5.3e-06,SVD factorization complete
13:43:05,9.67e-05,commencing linear algebra multiplication to compute ugrade
13:43:05,6.8e-06,S info: rows = 13: cols = 13: size = 169: nonzeros = 5Vt info: rows = 5: cols = 13: size = 65: nonzeros = 25
13:43:05,2.27e-05,U info: rows = 13: cols = 5: size = 65: nonzeros = 25
13:43:05,9e-06,jac info: rows = 35: cols = 13: size = 455: nonzeros = 82
13:43:05,1.85e-05,linear algebra multiplication to compute ugrade complete
13:43:05,1.58e-05,commencing check of parameter bounds
13:43:05,6.7e-06,limiting out of bounds pars
13:43:05,1.47e-05,change limit/bound enforement for lambda 10: upper change limit,EPCO, scaling factor: 0.000671583
13:43:05,0.0004826,checking for denormal floating point values
13:43:05,7.9e-06,transforming upgrade pars to model pars
13:43:05,7e-06,writing upgrade vector to csv file
13:43:05,0.000162,beginning upgrade vector calculations, lambda = 100
13:43:05,0.0001364,commencing calculation of upgrade vector
13:43:05,8.24e-05,forming JtQJ matrix
13:43:05,1.42e-05,commencing to scale JtQJ matrix- first SVD...
13:43:05,5.3e-06,starting REDSVD
13:43:05,2.85e-05,retrieving REDSVD components
13:43:05,8.3e-06,triming REDSVD components to 5elements
13:43:05,6.7e-06,done REDSVD
13:43:05,1.21e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 5
13:43:05,5.7e-06,JS
13:43:05,7.7e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
13:43:05,1.5e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 5
13:43:05,5.7e-06,commencing SVD factorization of lambda-scaled JtQJ
13:43:05,5.3e-06,starting REDSVD
13:43:05,2.79e-05,retrieving REDSVD components
13:43:05,8.4e-06,triming REDSVD components to 5elements
13:43:05,6.5e-06,done REDSVD
13:43:05,5.3e-06,SVD factorization complete
13:43:05,9.85e-05,commencing linear algebra multiplication to compute ugrade
13:43:05,6.7e-06,S info: rows = 13: cols = 13: size = 169: nonzeros = 5Vt info: rows = 5: cols = 13: size = 65: nonzeros = 25
13:43:05,6.5e-06,U info: rows = 13: cols = 5: size = 65: nonzeros = 25
13:43:05,6.3e-06,jac info: rows = 35: cols = 13: size = 455: nonzeros = 82
13:43:05,1.76e-05,linear algebra multiplication to compute ugrade complete
13:43:05,1.58e-05,commencing check of parameter bounds and gradients
13:43:05,8.4e-06,commencing calculation of upgrade vector
13:43:05,7.67e-05,forming JtQJ matrix
13:43:05,1.22e-05,commencing to scale JtQJ matrix- first SVD...
13:43:05,5.2e-06,starting REDSVD
13:43:05,2.68e-05,retrieving REDSVD components
13:43:05,8.1e-06,triming REDSVD components to 5elements
13:43:05,7.1e-06,done REDSVD
13:43:05,1.07e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 5
13:43:05,4.9e-06,JS
13:43:05,7.2e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
13:43:05,1.4e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 5
13:43:05,5.1e-06,commencing SVD factorization of lambda-scaled JtQJ
13:43:05,4.7e-06,starting REDSVD
13:43:05,2.66e-05,retrieving REDSVD components
13:43:05,7.9e-06,triming REDSVD components to 5elements
13:43:05,5.8e-06,done REDSVD
13:43:05,5.2e-06,SVD factorization complete
13:43:05,0.0001165,commencing linear algebra multiplication to compute ugrade
13:43:05,8.2e-06,S info: rows = 13: cols = 13: size = 169: nonzeros = 5Vt info: rows = 5: cols = 13: size = 65: nonzeros = 25
13:43:05,6.6e-06,U info: rows = 13: cols = 5: size = 65: nonzeros = 25
13:43:05,6.4e-06,jac info: rows = 35: cols = 13: size = 455: nonzeros = 82
13:43:05,1.84e-05,linear algebra multiplication to compute ugrade complete
13:43:05,1.67e-05,commencing check of parameter bounds
13:43:05,6.8e-06,limiting out of bounds pars
13:43:05,1.45e-05,change limit/bound enforement for lambda 100: lower change limit,CANMX, scaling factor: 0.0939563
13:43:05,5.2e-06,checking for denormal floating point values
13:43:05,6e-06,transforming upgrade pars to model pars
13:43:05,6.4e-06,writing upgrade vector to csv file
13:43:05,0.0001294,beginning upgrade vector calculations, lambda = 1000
13:43:05,5.18e-05,commencing calculation of upgrade vector
13:43:05,8.21e-05,forming JtQJ matrix
13:43:05,1.35e-05,commencing to scale JtQJ matrix- first SVD...
13:43:05,5.2e-06,starting REDSVD
13:43:05,2.83e-05,retrieving REDSVD components
13:43:05,4.06e-05,triming REDSVD components to 5elements
13:43:05,9.6e-06,done REDSVD
13:43:05,1.33e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 5
13:43:05,5.9e-06,JS
13:43:05,7.9e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
13:43:05,2.25e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 5
13:43:05,7.8e-06,commencing SVD factorization of lambda-scaled JtQJ
13:43:05,6.2e-06,starting REDSVD
13:43:05,2.89e-05,retrieving REDSVD components
13:43:05,9e-06,triming REDSVD components to 5elements
13:43:05,6.8e-06,done REDSVD
13:43:05,5.3e-06,SVD factorization complete
13:43:05,9.76e-05,commencing linear algebra multiplication to compute ugrade
13:43:05,6.8e-06,S info: rows = 13: cols = 13: size = 169: nonzeros = 5Vt info: rows = 5: cols = 13: size = 65: nonzeros = 25
13:43:05,6.5e-06,U info: rows = 13: cols = 5: size = 65: nonzeros = 25
13:43:05,6.5e-06,jac info: rows = 35: cols = 13: size = 455: nonzeros = 82
13:43:05,1.8e-05,linear algebra multiplication to compute ugrade complete
13:43:05,1.62e-05,commencing check of parameter bounds and gradients
13:43:05,7.8e-06,commencing calculation of upgrade vector
13:43:05,7.28e-05,forming JtQJ matrix
13:43:05,1.25e-05,commencing to scale JtQJ matrix- first SVD...
13:43:05,5.2e-06,starting REDSVD
13:43:05,2.64e-05,retrieving REDSVD components
13:43:05,8e-06,triming REDSVD components to 5elements
13:43:05,6.9e-06,done REDSVD
13:43:05,1.06e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 5
13:43:05,4.9e-06,JS
13:43:05,6.9e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
13:43:05,1.38e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 5
13:43:05,5e-06,commencing SVD factorization of lambda-scaled JtQJ
13:43:05,4.8e-06,starting REDSVD
13:43:05,2.65e-05,retrieving REDSVD components
13:43:05,7.7e-06,triming REDSVD components to 5elements
13:43:05,5.7e-06,done REDSVD
13:43:05,5.1e-06,SVD factorization complete
13:43:05,9.71e-05,commencing linear algebra multiplication to compute ugrade
13:43:05,7.2e-06,S info: rows = 13: cols = 13: size = 169: nonzeros = 5Vt info: rows = 5: cols = 13: size = 65: nonzeros = 25
13:43:05,6.3e-06,U info: rows = 13: cols = 5: size = 65: nonzeros = 25
13:43:05,6.3e-06,jac info: rows = 35: cols = 13: size = 455: nonzeros = 82
13:43:05,1.7e-05,linear algebra multiplication to compute ugrade complete
13:43:05,1.6e-05,commencing check of parameter bounds
13:43:05,6.7e-06,limiting out of bounds pars
13:43:05,1.42e-05,change limit/bound enforement for lambda 1000: lower change limit,CANMX, scaling factor: 0.30828
13:43:05,5.3e-06,checking for denormal floating point values
13:43:05,6e-06,transforming upgrade pars to model pars
13:43:05,6.4e-06,writing upgrade vector to csv file
13:43:05,0.0004526,LinearAnalysis::glm_iter_fosm
13:43:05,4.94e-05,starting FOSM uncertainty analyses for iteration 1
13:43:05,0.0007869,loading obscov
13:43:05,3.84e-05,loading parcov
13:43:05,2.23e-05,set_predictions
13:43:05,1.46e-05,parameter fosm calcs
13:43:05,5.2e-06,LinearAnalysis::calc_posterior
13:43:05,5e-06,LinearAnalysis::align
13:43:05,7.78e-05,LinearAnalysis::prior_prediction_variance()::invert obscov
13:43:05,6.9e-06,inverting diagonal matrix in place
13:43:05,7.4e-06,LinearAnalysis::calc_posterior() form JtQJ
13:43:05,2.15e-05,LinearAnalysis::calc_posterior() invert prior parcov
13:43:05,1.55e-05,LinearAnalysis::calc_posterior() form posterior parcov
13:43:05,8.4e-06,LinearAnalysis::calc_posterior() invert posterior parcov
13:43:05,5.2e-06,inverting non-diagonal matrix in place
13:43:20,15.2831,completed iteration 2
13:43:20,0.0134876,beginning iteration 3
13:43:20,7.87e-05,commencing to build jacobian parameter sets
13:43:20,0.0015711,jacobian parameter sets built, commencing model runs
13:43:37,17.384,jacobian runs complete, processing runs
13:43:37,0.0011413,processing jacobian runs complete
13:43:37,1.03e-05,saving jacobian and sen files
13:43:37,0.0008559,commencing calculation of upgrade vector
13:43:37,0.0001305,forming JtQJ matrix
13:43:37,5.65e-05,commencing to scale JtQJ matrix- first SVD...
13:43:37,9e-06,starting REDSVD
13:43:37,3.71e-05,retrieving REDSVD components
13:43:37,1.09e-05,triming REDSVD components to 5elements
13:43:37,8.5e-06,done REDSVD
13:43:37,1.85e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:43:37,5.4e-06,JS
13:43:37,1.52e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
13:43:37,3.66e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:43:37,5.5e-06,commencing SVD factorization of lambda-scaled JtQJ
13:43:37,5e-06,starting REDSVD
13:43:37,2.75e-05,retrieving REDSVD components
13:43:37,9.2e-06,triming REDSVD components to 4elements
13:43:37,7.3e-06,done REDSVD
13:43:37,5.6e-06,SVD factorization complete
13:43:37,0.0001409,commencing linear algebra multiplication to compute ugrade
13:43:37,8.2e-06,S info: rows = 13: cols = 13: size = 169: nonzeros = 13Vt info: rows = 4: cols = 13: size = 52: nonzeros = 52
13:43:37,6.9e-06,U info: rows = 13: cols = 4: size = 52: nonzeros = 52
13:43:37,6.5e-06,jac info: rows = 35: cols = 13: size = 455: nonzeros = 455
13:43:37,2.29e-05,linear algebra multiplication to compute ugrade complete
13:43:37,1.88e-05,commencing check of parameter bounds and gradients
13:43:37,0.0005178,beginning upgrade vector calculations, lambda = 0.1
13:43:37,6.2e-05,commencing calculation of upgrade vector
13:43:37,0.0001294,forming JtQJ matrix
13:43:37,3.05e-05,commencing to scale JtQJ matrix- first SVD...
13:43:37,6.4e-06,starting REDSVD
13:43:37,3.1e-05,retrieving REDSVD components
13:43:37,1.04e-05,triming REDSVD components to 5elements
13:43:37,8.3e-06,done REDSVD
13:43:37,1.74e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:43:37,5e-06,JS
13:43:37,1.22e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
13:43:37,3.06e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:43:37,5.2e-06,commencing SVD factorization of lambda-scaled JtQJ
13:43:37,4.9e-06,starting REDSVD
13:43:37,2.75e-05,retrieving REDSVD components
13:43:37,9.1e-06,triming REDSVD components to 5elements
13:43:37,7.7e-06,done REDSVD
13:43:37,5.3e-06,SVD factorization complete
13:43:37,0.0001058,commencing linear algebra multiplication to compute ugrade
13:43:37,7e-06,S info: rows = 13: cols = 13: size = 169: nonzeros = 13Vt info: rows = 5: cols = 13: size = 65: nonzeros = 65
13:43:37,6.8e-06,U info: rows = 13: cols = 5: size = 65: nonzeros = 65
13:43:37,6.5e-06,jac info: rows = 35: cols = 13: size = 455: nonzeros = 455
13:43:37,2.09e-05,linear algebra multiplication to compute ugrade complete
13:43:37,1.83e-05,commencing check of parameter bounds and gradients
13:43:37,8.5e-06,commencing calculation of upgrade vector
13:43:37,0.0001161,forming JtQJ matrix
13:43:37,2.84e-05,commencing to scale JtQJ matrix- first SVD...
13:43:37,5.5e-06,starting REDSVD
13:43:37,2.75e-05,retrieving REDSVD components
13:43:37,9.1e-06,triming REDSVD components to 5elements
13:43:37,7.4e-06,done REDSVD
13:43:37,1.61e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:43:37,5.1e-06,JS
13:43:37,1.15e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
13:43:37,3.04e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:43:37,5.2e-06,commencing SVD factorization of lambda-scaled JtQJ
13:43:37,4.7e-06,starting REDSVD
13:43:37,2.7e-05,retrieving REDSVD components
13:43:37,8.7e-06,triming REDSVD components to 5elements
13:43:37,7.1e-06,done REDSVD
13:43:37,5.2e-06,SVD factorization complete
13:43:37,0.0001044,commencing linear algebra multiplication to compute ugrade
13:43:37,6.7e-06,S info: rows = 13: cols = 13: size = 169: nonzeros = 13Vt info: rows = 5: cols = 13: size = 65: nonzeros = 65
13:43:37,6.4e-06,U info: rows = 13: cols = 5: size = 65: nonzeros = 65
13:43:37,6.4e-06,jac info: rows = 35: cols = 13: size = 455: nonzeros = 455
13:43:37,2.02e-05,linear algebra multiplication to compute ugrade complete
13:43:37,1.67e-05,commencing check of parameter bounds
13:43:37,7.2e-06,limiting out of bounds pars
13:43:37,3.86e-05,change limit/bound enforement for lambda 0.1: upper change limit,EPCO, scaling factor: 6.88922e-25
13:43:37,0.0004174,checking for denormal floating point values
13:43:37,8.8e-06,transforming upgrade pars to model pars
13:43:37,7.2e-06,writing upgrade vector to csv file
13:43:37,0.0001902,beginning upgrade vector calculations, lambda = 1
13:43:37,6.63e-05,commencing calculation of upgrade vector
13:43:37,0.0001245,forming JtQJ matrix
13:43:37,3.01e-05,commencing to scale JtQJ matrix- first SVD...
13:43:37,6.1e-06,starting REDSVD
13:43:37,3.1e-05,retrieving REDSVD components
13:43:37,1.04e-05,triming REDSVD components to 5elements
13:43:37,8.1e-06,done REDSVD
13:43:37,1.72e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:43:37,5e-06,JS
13:43:37,1.2e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
13:43:37,3.98e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:43:37,5.5e-06,commencing SVD factorization of lambda-scaled JtQJ
13:43:37,5.3e-06,starting REDSVD
13:43:37,2.81e-05,retrieving REDSVD components
13:43:37,8.9e-06,triming REDSVD components to 5elements
13:43:37,7.4e-06,done REDSVD
13:43:37,5.4e-06,SVD factorization complete
13:43:37,0.0001279,commencing linear algebra multiplication to compute ugrade
13:43:37,7.8e-06,S info: rows = 13: cols = 13: size = 169: nonzeros = 13Vt info: rows = 5: cols = 13: size = 65: nonzeros = 65
13:43:37,6.8e-06,U info: rows = 13: cols = 5: size = 65: nonzeros = 65
13:43:37,6.5e-06,jac info: rows = 35: cols = 13: size = 455: nonzeros = 455
13:43:37,2.17e-05,linear algebra multiplication to compute ugrade complete
13:43:37,1.78e-05,commencing check of parameter bounds and gradients
13:43:37,7.9e-06,commencing calculation of upgrade vector
13:43:37,0.0001169,forming JtQJ matrix
13:43:37,2.92e-05,commencing to scale JtQJ matrix- first SVD...
13:43:37,5.2e-06,starting REDSVD
13:43:37,2.8e-05,retrieving REDSVD components
13:43:37,9.1e-06,triming REDSVD components to 5elements
13:43:37,7.7e-06,done REDSVD
13:43:37,1.63e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:43:37,5.2e-06,JS
13:43:37,1.16e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
13:43:37,3.59e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:43:37,5.6e-06,commencing SVD factorization of lambda-scaled JtQJ
13:43:37,4.9e-06,starting REDSVD
13:43:37,2.75e-05,retrieving REDSVD components
13:43:37,8.7e-06,triming REDSVD components to 5elements
13:43:37,7.1e-06,done REDSVD
13:43:37,5.2e-06,SVD factorization complete
13:43:37,0.0001037,commencing linear algebra multiplication to compute ugrade
13:43:37,6.6e-06,S info: rows = 13: cols = 13: size = 169: nonzeros = 13Vt info: rows = 5: cols = 13: size = 65: nonzeros = 65
13:43:37,6.4e-06,U info: rows = 13: cols = 5: size = 65: nonzeros = 65
13:43:37,6.5e-06,jac info: rows = 35: cols = 13: size = 455: nonzeros = 455
13:43:37,2.05e-05,linear algebra multiplication to compute ugrade complete
13:43:37,1.64e-05,commencing check of parameter bounds
13:43:37,7.2e-06,limiting out of bounds pars
13:43:37,1.54e-05,change limit/bound enforement for lambda 1: lower change limit,AWC, scaling factor: 0.0909091
13:43:37,6.1e-06,checking for denormal floating point values
13:43:37,6.6e-06,transforming upgrade pars to model pars
13:43:37,6.3e-06,writing upgrade vector to csv file
13:43:37,0.0001645,beginning upgrade vector calculations, lambda = 10
13:43:37,4.55e-05,commencing calculation of upgrade vector
13:43:37,0.0001279,forming JtQJ matrix
13:43:37,2.97e-05,commencing to scale JtQJ matrix- first SVD...
13:43:37,6.2e-06,starting REDSVD
13:43:37,2.94e-05,retrieving REDSVD components
13:43:37,1e-05,triming REDSVD components to 5elements
13:43:37,7.9e-06,done REDSVD
13:43:37,1.66e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:43:37,5.2e-06,JS
13:43:37,1.34e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
13:43:37,3.59e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:43:37,5.5e-06,commencing SVD factorization of lambda-scaled JtQJ
13:43:37,2.04e-05,starting REDSVD
13:43:37,3.16e-05,retrieving REDSVD components
13:43:37,9.9e-06,triming REDSVD components to 5elements
13:43:37,7.6e-06,done REDSVD
13:43:37,5.3e-06,SVD factorization complete
13:43:37,0.0001071,commencing linear algebra multiplication to compute ugrade
13:43:37,7.2e-06,S info: rows = 13: cols = 13: size = 169: nonzeros = 13Vt info: rows = 5: cols = 13: size = 65: nonzeros = 65
13:43:37,6.7e-06,U info: rows = 13: cols = 5: size = 65: nonzeros = 65
13:43:37,6.7e-06,jac info: rows = 35: cols = 13: size = 455: nonzeros = 455
13:43:37,2.09e-05,linear algebra multiplication to compute ugrade complete
13:43:37,1.78e-05,commencing check of parameter bounds and gradients
13:43:37,8.1e-06,commencing calculation of upgrade vector
13:43:37,0.0001154,forming JtQJ matrix
13:43:37,2.84e-05,commencing to scale JtQJ matrix- first SVD...
13:43:37,5.3e-06,starting REDSVD
13:43:37,2.74e-05,retrieving REDSVD components
13:43:37,9.2e-06,triming REDSVD components to 5elements
13:43:37,7.5e-06,done REDSVD
13:43:37,1.63e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:43:37,5.1e-06,JS
13:43:37,1.14e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
13:43:37,3.01e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:43:37,5.4e-06,commencing SVD factorization of lambda-scaled JtQJ
13:43:37,4.9e-06,starting REDSVD
13:43:37,2.73e-05,retrieving REDSVD components
13:43:37,8.7e-06,triming REDSVD components to 5elements
13:43:37,7.1e-06,done REDSVD
13:43:37,5.2e-06,SVD factorization complete
13:43:37,0.0001237,commencing linear algebra multiplication to compute ugrade
13:43:37,7.7e-06,S info: rows = 13: cols = 13: size = 169: nonzeros = 13Vt info: rows = 5: cols = 13: size = 65: nonzeros = 65
13:43:37,6.5e-06,U info: rows = 13: cols = 5: size = 65: nonzeros = 65
13:43:37,6.4e-06,jac info: rows = 35: cols = 13: size = 455: nonzeros = 455
13:43:37,2.1e-05,linear algebra multiplication to compute ugrade complete
13:43:37,1.66e-05,commencing check of parameter bounds
13:43:37,7.1e-06,limiting out of bounds pars
13:43:37,1.53e-05,change limit/bound enforement for lambda 10: lower change limit,ESCO, scaling factor: 0.0909091
13:43:37,5.9e-06,checking for denormal floating point values
13:43:37,6.6e-06,transforming upgrade pars to model pars
13:43:37,6.3e-06,writing upgrade vector to csv file
13:43:37,0.0001473,beginning upgrade vector calculations, lambda = 100
13:43:37,4.53e-05,commencing calculation of upgrade vector
13:43:37,0.0001224,forming JtQJ matrix
13:43:37,3.09e-05,commencing to scale JtQJ matrix- first SVD...
13:43:37,5.6e-06,starting REDSVD
13:43:37,2.88e-05,retrieving REDSVD components
13:43:37,9.3e-06,triming REDSVD components to 5elements
13:43:37,7.8e-06,done REDSVD
13:43:37,2.06e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:43:37,5.4e-06,JS
13:43:37,1.18e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
13:43:37,3.13e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:43:37,5.4e-06,commencing SVD factorization of lambda-scaled JtQJ
13:43:37,5e-06,starting REDSVD
13:43:37,2.88e-05,retrieving REDSVD components
13:43:37,8.9e-06,triming REDSVD components to 5elements
13:43:37,7.1e-06,done REDSVD
13:43:37,5.3e-06,SVD factorization complete
13:43:37,0.0001048,commencing linear algebra multiplication to compute ugrade
13:43:37,6.9e-06,S info: rows = 13: cols = 13: size = 169: nonzeros = 13Vt info: rows = 5: cols = 13: size = 65: nonzeros = 65
13:43:37,6.6e-06,U info: rows = 13: cols = 5: size = 65: nonzeros = 65
13:43:37,6.5e-06,jac info: rows = 35: cols = 13: size = 455: nonzeros = 455
13:43:37,2.06e-05,linear algebra multiplication to compute ugrade complete
13:43:37,1.65e-05,commencing check of parameter bounds and gradients
13:43:37,8.9e-06,commencing calculation of upgrade vector
13:43:37,0.0001152,forming JtQJ matrix
13:43:37,2.82e-05,commencing to scale JtQJ matrix- first SVD...
13:43:37,5.2e-06,starting REDSVD
13:43:37,2.72e-05,retrieving REDSVD components
13:43:37,2.68e-05,triming REDSVD components to 5elements
13:43:37,1.03e-05,done REDSVD
13:43:37,1.7e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:43:37,5.4e-06,JS
13:43:37,1.15e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
13:43:37,2.98e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:43:37,5.2e-06,commencing SVD factorization of lambda-scaled JtQJ
13:43:37,5.3e-06,starting REDSVD
13:43:37,2.87e-05,retrieving REDSVD components
13:43:37,9.5e-06,triming REDSVD components to 5elements
13:43:37,7e-06,done REDSVD
13:43:37,5.5e-06,SVD factorization complete
13:43:37,0.0001076,commencing linear algebra multiplication to compute ugrade
13:43:37,7.3e-06,S info: rows = 13: cols = 13: size = 169: nonzeros = 13Vt info: rows = 5: cols = 13: size = 65: nonzeros = 65
13:43:37,6.8e-06,U info: rows = 13: cols = 5: size = 65: nonzeros = 65
13:43:37,6.9e-06,jac info: rows = 35: cols = 13: size = 455: nonzeros = 455
13:43:37,2.09e-05,linear algebra multiplication to compute ugrade complete
13:43:37,1.75e-05,commencing check of parameter bounds
13:43:37,7e-06,limiting out of bounds pars
13:43:37,1.49e-05,change limit/bound enforement for lambda 100: lower change limit,EPCO, scaling factor: 0.0911015
13:43:37,5.8e-06,checking for denormal floating point values
13:43:37,6.5e-06,transforming upgrade pars to model pars
13:43:37,7.7e-06,writing upgrade vector to csv file
13:43:37,0.0001549,beginning upgrade vector calculations, lambda = 1000
13:43:37,4.75e-05,commencing calculation of upgrade vector
13:43:37,0.000122,forming JtQJ matrix
13:43:37,3.03e-05,commencing to scale JtQJ matrix- first SVD...
13:43:37,5.6e-06,starting REDSVD
13:43:37,2.89e-05,retrieving REDSVD components
13:43:37,9.5e-06,triming REDSVD components to 5elements
13:43:37,7.8e-06,done REDSVD
13:43:37,1.57e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:43:37,5.2e-06,JS
13:43:37,1.17e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
13:43:37,2.93e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:43:37,5.3e-06,commencing SVD factorization of lambda-scaled JtQJ
13:43:37,4.9e-06,starting REDSVD
13:43:37,2.86e-05,retrieving REDSVD components
13:43:37,9.3e-06,triming REDSVD components to 5elements
13:43:37,7.1e-06,done REDSVD
13:43:37,5.6e-06,SVD factorization complete
13:43:37,0.0001319,commencing linear algebra multiplication to compute ugrade
13:43:37,8.1e-06,S info: rows = 13: cols = 13: size = 169: nonzeros = 13Vt info: rows = 5: cols = 13: size = 65: nonzeros = 65
13:43:37,7e-06,U info: rows = 13: cols = 5: size = 65: nonzeros = 65
13:43:37,6.7e-06,jac info: rows = 35: cols = 13: size = 455: nonzeros = 455
13:43:37,2.14e-05,linear algebra multiplication to compute ugrade complete
13:43:37,1.7e-05,commencing check of parameter bounds and gradients
13:43:37,9.2e-06,commencing calculation of upgrade vector
13:43:37,0.0001348,forming JtQJ matrix
13:43:37,3.11e-05,commencing to scale JtQJ matrix- first SVD...
13:43:37,6.1e-06,starting REDSVD
13:43:37,2.8e-05,retrieving REDSVD components
13:43:37,9.2e-06,triming REDSVD components to 5elements
13:43:37,7.2e-06,done REDSVD
13:43:37,1.53e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:43:37,5.2e-06,JS
13:43:37,1.16e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
13:43:37,3.22e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:43:37,5.5e-06,commencing SVD factorization of lambda-scaled JtQJ
13:43:37,4.8e-06,starting REDSVD
13:43:37,2.82e-05,retrieving REDSVD components
13:43:37,8.8e-06,triming REDSVD components to 5elements
13:43:37,7e-06,done REDSVD
13:43:37,5.3e-06,SVD factorization complete
13:43:37,0.0001053,commencing linear algebra multiplication to compute ugrade
13:43:37,7.2e-06,S info: rows = 13: cols = 13: size = 169: nonzeros = 13Vt info: rows = 5: cols = 13: size = 65: nonzeros = 65
13:43:37,6.9e-06,U info: rows = 13: cols = 5: size = 65: nonzeros = 65
13:43:37,6.7e-06,jac info: rows = 35: cols = 13: size = 455: nonzeros = 455
13:43:37,3.83e-05,linear algebra multiplication to compute ugrade complete
13:43:37,2.09e-05,commencing check of parameter bounds
13:43:37,7e-06,limiting out of bounds pars
13:43:37,1.5e-05,change limit/bound enforement for lambda 1000: lower change limit,EPCO, scaling factor: 0.185275
13:43:37,5.6e-06,checking for denormal floating point values
13:43:37,6.5e-06,transforming upgrade pars to model pars
13:43:37,7.4e-06,writing upgrade vector to csv file
13:43:37,0.0003007,LinearAnalysis::glm_iter_fosm
13:43:37,4.96e-05,starting FOSM uncertainty analyses for iteration 2
13:43:37,0.0006376,loading obscov
13:43:37,3.94e-05,loading parcov
13:43:37,2.33e-05,set_predictions
